"","firm","culture","tenure","employments","sim_no","var_win","n_paragon","cond"
"141",5,-1.2101609464192,7.86242068336786,1,1,0.1,180,1
"142",5,-1.20891370487332,8.62921325093393,2,1,0.1,180,1
"143",5,-1.22967202181258,38.136829770181,1,1,0.1,180,1
"144",5,-1.28220717588004,4.19384749505208,1,1,0.1,180,1
"145",5,-1.13320668741994,60.8234728723579,3,1,0.1,180,1
"146",5,-1.39212495446253,3.9833315854508,2,1,0.1,180,1
"147",5,-1.36157831214424,11.1627034092439,1,1,0.1,180,1
"148",5,-1.29818097692991,8.98416441681654,2,1,0.1,180,1
"149",5,-1.47907375143838,6.11719341237188,2,1,0.1,180,1
"150",5,-1.26670045905414,84.58930321407,2,1,0.1,180,1
"151",6,1.19700130583286,8.04447690673649,1,1,0.1,180,1
"152",6,1.20222222245478,1.96782310856578,1,1,0.1,180,1
"153",6,1.1267434898987,10.9487494516379,2,1,0.1,180,1
"154",6,1.12575756163281,4.41353924607157,1,1,0.1,180,1
"155",6,1.13350422542322,4.09319592976569,1,1,0.1,180,1
"156",6,1.04658880064658,10.917859799093,2,1,0.1,180,1
"157",6,1.0255259560248,12.7183670688785,2,1,0.1,180,1
"158",6,1.24090319264085,16.1766184245973,1,1,0.1,180,1
"159",6,1.07373901008922,3.85432680881154,1,1,0.1,180,1
"160",6,1.1530394557866,10.1703476621933,2,1,0.1,180,1
"161",6,1.1720181920965,6.95157972941942,1,1,0.1,180,1
"162",6,1.20209952685745,52.125660177401,3,1,0.1,180,1
"163",6,1.27098525665269,9.71053369180028,2,1,0.1,180,1
"164",6,1.10239645121475,10.8939952014082,2,1,0.1,180,1
"165",6,1.00895304010503,108.079894865223,1,1,0.1,180,1
"166",6,1.04751883309562,43.4931760454262,2,1,0.1,180,1
"167",6,1.18878640455821,3.62089114669535,1,1,0.1,180,1
"168",6,1.23748482727651,17.5290796635402,1,1,0.1,180,1
"169",6,1.18834688895084,8.65432625408523,1,1,0.1,180,1
"170",6,1.19716444403365,25.4908471958522,2,1,0.1,180,1
"171",6,1.16052058575885,14.5997277729117,2,1,0.1,180,1
"172",6,1.11585165527341,1.42014773784006,1,1,0.1,180,1
"173",6,0.951493402377841,11.8672382640955,1,1,0.1,180,1
"174",6,0.892201887791186,94.6406509127634,1,1,0.1,180,1
"175",6,1.06676617435919,31.5026851610541,1,1,0.1,180,1
"176",6,1.15934461573693,43.0693066045765,2,1,0.1,180,1
"177",6,1.31016371993059,3.92044617873732,3,1,0.1,180,1
"178",6,0.759838352976417,9.33942028293467,1,1,0.1,180,1
"179",6,1.32974479146728,14.4856726766764,2,1,0.1,180,1
"180",6,1.24497708836717,8.37084949716032,1,1,0.1,180,1
"181",7,-1.03577236346572,7.66519488814076,1,1,0.1,180,1
"182",7,-0.920031282045711,2.41527643503629,3,1,0.1,180,1
"183",7,-0.866112673160081,6.80990930037942,2,1,0.1,180,1
"184",7,-0.794894146182721,1.60311042245504,2,1,0.1,180,1
"185",7,-0.897737434929708,12.1619607221109,2,1,0.1,180,1
"186",7,-0.947317647037487,6.64154234061414,2,1,0.1,180,1
"187",7,-1.03933690202964,4.67767091336852,5,1,0.1,180,1
"188",7,-0.918464256180054,7.86554870850324,1,1,0.1,180,1
"189",7,-0.636893134854045,2.16269350751309,1,1,0.1,180,1
"190",7,-0.777897319443727,4.47155496224859,2,1,0.1,180,1
"191",7,-0.773509037202921,87.8445091391372,1,1,0.1,180,1
"192",7,-0.871858535395668,45.3671418371395,2,1,0.1,180,1
"193",7,-0.870544816398718,10.1220689464254,2,1,0.1,180,1
"194",7,-0.959106420827222,5.51004581385667,1,1,0.1,180,1
"195",7,-0.903000143657561,2.03061322332695,1,1,0.1,180,1
"196",7,-0.972683189803803,34.6749215015994,1,1,0.1,180,1
"197",7,-0.939730564651448,3.08892345087106,1,1,0.1,180,1
"198",7,-0.969587485269449,35.2670437033066,1,1,0.1,180,1
"199",7,-0.823923957698219,4.16631296558291,2,1,0.1,180,1
"200",7,-0.795660072569319,8.77445600814867,1,1,0.1,180,1
"201",7,-0.995088177650931,4.86253179514464,1,1,0.1,180,1
"202",7,-0.908046974071657,5.82093046858035,2,1,0.1,180,1
"203",7,-0.735633901248631,2.82295724972289,2,1,0.1,180,1
"204",7,-1.128792223906,60.6903896649579,1,1,0.1,180,1
"205",7,-0.773463506084649,62.0011973856657,2,1,0.1,180,1
"206",7,-0.807381648246378,29.8505835096264,2,1,0.1,180,1
"207",7,-0.890105324097094,4.11730525075452,3,1,0.1,180,1
"208",7,-0.759880433501831,11.6342922613791,2,1,0.1,180,1
"209",7,-0.939474776965656,6.18470457157887,3,1,0.1,180,1
"210",7,-0.857758939999207,5.33323912121344,1,1,0.1,180,1
"211",8,-0.157170939921248,4.33497795150973,2,1,0.1,180,1
"212",8,-0.069501059999465,4.40342821816734,2,1,0.1,180,1
"213",8,-0.226256003036958,2.49053942499285,1,1,0.1,180,1
"214",8,-0.148263200188834,24.2861410346808,1,1,0.1,180,1
"215",8,-0.125619129914176,7.95788286912153,1,1,0.1,180,1
"216",8,-0.0965768244655551,14.1897605635729,1,1,0.1,180,1
"217",8,-0.256357126920383,3.86563291252976,2,1,0.1,180,1
"218",8,-0.204258035851527,9.61424526358714,1,1,0.1,180,1
"219",8,-0.128316027560546,34.981747592804,2,1,0.1,180,1
"220",8,-0.204320419747101,22.7458543353813,2,1,0.1,180,1
"221",8,-0.128823944202987,3.72448258699333,2,1,0.1,180,1
"222",8,-0.178714434148092,64.7509020056976,2,1,0.1,180,1
"223",8,-0.0483342725410967,36.5056180542607,1,1,0.1,180,1
"224",8,-0.127483165770118,5.24544756500081,1,1,0.1,180,1
"225",8,-0.129186707765436,3.65828890639861,2,1,0.1,180,1
"226",8,-0.180918871482789,19.4116263556677,1,1,0.1,180,1
"227",8,-0.33456456034413,3.27361037385205,2,1,0.1,180,1
"228",8,-0.0809955544146599,7.69220234583554,1,1,0.1,180,1
"229",8,-0.00820753498628929,39.2888720876872,1,1,0.1,180,1
"230",8,-0.0343146986088886,3.74396153850964,2,1,0.1,180,1
"231",8,-0.0847711841153208,30.7700679870943,2,1,0.1,180,1
"232",8,-0.174688410829759,22.6388538825078,2,1,0.1,180,1
"233",8,-0.063727969286211,22.4752087234115,1,1,0.1,180,1
"234",8,-0.393148688764121,89.5372450614537,3,1,0.1,180,1
"235",8,-0.0170335264573998,42.0202291982366,3,1,0.1,180,1
"236",8,-0.220894782410681,15.1611104252388,1,1,0.1,180,1
"237",8,-0.0993475997245743,3.31415074579087,2,1,0.1,180,1
"238",8,-0.168617109523545,2.7269558145336,2,1,0.1,180,1
"239",8,-0.204780435300625,5.53177034241809,2,1,0.1,180,1
"240",8,-0.103883105135254,23.0894293685872,1,1,0.1,180,1
"241",9,-1.56865062281956,25.1427358794549,2,1,0.1,180,1
"242",9,-1.50385972904244,3.41550422552368,1,1,0.1,180,1
"243",9,-1.54905683015288,13.1760349140907,3,1,0.1,180,1
"244",9,-1.67572645170085,35.6415675851846,1,1,0.1,180,1
"245",9,-1.71853013004491,1.34184184187925,2,1,0.1,180,1
"246",9,-1.6927288710361,3.37311955562134,2,1,0.1,180,1
"247",9,-1.79081740118511,27.326197858688,2,1,0.1,180,1
"248",9,-1.8046825309343,10.4167620245644,2,1,0.1,180,1
"249",9,-1.61857766647724,74.8809441992771,2,1,0.1,180,1
"250",9,-1.60556234245856,17.824832713641,2,1,0.1,180,1
"251",9,-1.42487981236438,65.0118503371338,3,1,0.1,180,1
"252",9,-1.63283527354836,20.1720864431875,2,1,0.1,180,1
"253",9,-1.56801130374595,13.6096927612325,1,1,0.1,180,1
"254",9,-1.76391561549328,10.0355910872776,2,1,0.1,180,1
"255",9,-1.73990513814397,7.12743724696573,2,1,0.1,180,1
"256",9,-1.68424812292256,56.2710324769118,2,1,0.1,180,1
"257",9,-1.69614966762216,4.30795671803684,1,1,0.1,180,1
"258",9,-1.60359740279909,5.49602930248262,1,1,0.1,180,1
"259",9,-1.66919553455416,11.0614680885308,2,1,0.1,180,1
"260",9,-1.55385982187341,20.727385881299,1,1,0.1,180,1
"261",9,-1.79602250385077,7.93016041394164,1,1,0.1,180,1
"262",9,-1.74661633284944,7.9484168882302,2,1,0.1,180,1
"263",9,-1.28224274327531,5.99517625415999,2,1,0.1,180,1
"264",9,-1.46185937325305,7.69611779086974,1,1,0.1,180,1
"265",9,-1.72805812941325,5.30545367884331,2,1,0.1,180,1
"266",9,-1.66167582872862,1.91757590791537,1,1,0.1,180,1
"267",9,-1.7979552401132,30.1534990729651,2,1,0.1,180,1
"268",9,-1.52182432735076,14.0769435097406,1,1,0.1,180,1
"269",9,-1.57603510642978,24.6637035274106,2,1,0.1,180,1
"270",9,-1.5406405639199,8.94625878284302,2,1,0.1,180,1
"271",10,-0.87975306794652,35.5015628783207,2,1,0.1,180,1
"272",10,-0.849705148666538,18.1771713275079,2,1,0.1,180,1
"273",10,-0.881300241283092,4.31901233142954,1,1,0.1,180,1
"274",10,-0.974394180748618,19.024245536098,1,1,0.1,180,1
"275",10,-1.03475339401348,27.7634440443035,1,1,0.1,180,1
"276",10,-0.895515927992889,7.48768011886365,2,1,0.1,180,1
"277",10,-1.04384112022903,8.08473196633294,1,1,0.1,180,1
"278",10,-0.889309461951833,5.92959893978179,1,1,0.1,180,1
"279",10,-0.891849169736718,4.34944484163991,2,1,0.1,180,1
"280",10,-0.876699471930977,15.6386210410392,1,1,0.1,180,1
"281",10,-0.963514975774971,15.6333945218596,2,1,0.1,180,1
"282",10,-1.03768277018878,5.89274099218756,1,1,0.1,180,1
"283",10,-0.992702085495029,12.3429148984532,2,1,0.1,180,1
"284",10,-0.771586412261755,11.7761677315304,1,1,0.1,180,1
"285",10,-0.831906741877936,2.59460077217912,1,1,0.1,180,1
"286",10,-0.821946574743126,78.4800017515335,1,1,0.1,180,1
"287",10,-0.946259480789144,4.960361787704,2,1,0.1,180,1
"288",10,-0.85979889533931,5.12609552176296,1,1,0.1,180,1
"289",10,-0.957804582276015,10.9232558553572,1,1,0.1,180,1
"290",10,-0.895492486947901,12.507395572652,2,1,0.1,180,1
"291",10,-0.875240204186638,11.8126227732903,2,1,0.1,180,1
"292",10,-0.8367064949035,15.6152204456273,1,1,0.1,180,1
"293",10,-1.05978401031899,7.74281794226438,2,1,0.1,180,1
"294",10,-0.839690054341475,10.4497376692032,2,1,0.1,180,1
"295",10,-0.928876500639584,57.9719391430336,2,1,0.1,180,1
"296",10,-0.888746358424292,27.8602752971573,1,1,0.1,180,1
"297",10,-0.865786912077714,17.2057766645105,2,1,0.1,180,1
"298",10,-0.900587612726583,14.6180827318983,2,1,0.1,180,1
"299",10,-0.855826000110129,21.6770673147629,2,1,0.1,180,1
"300",10,-0.860294135387862,16.5132622506599,2,1,0.1,180,1
"301",11,0.30493357418337,33.5115615761002,1,1,0.1,180,1
"302",11,0.575931196203455,53.3363221679773,1,1,0.1,180,1
"303",11,0.534831144814423,7.94841175932589,1,1,0.1,180,1
"304",11,0.513688655327676,14.3190715710503,1,1,0.1,180,1
"305",11,0.469900705437054,14.7105825490429,2,1,0.1,180,1
"306",11,0.468957388829823,230.601793406618,1,1,0.1,180,1
"307",11,0.340057690589445,9.92081485629599,1,1,0.1,180,1
"308",11,0.350344014301379,4.41226626043098,1,1,0.1,180,1
"309",11,0.41563415199015,11.8221480443254,1,1,0.1,180,1
"310",11,0.408347307397539,21.9265195271861,1,1,0.1,180,1
"311",11,0.4332902008448,53.1993459454626,1,1,0.1,180,1
"312",11,0.335857673078355,9.32724774972458,2,1,0.1,180,1
"313",11,0.35955985248489,21.3519813499022,1,1,0.1,180,1
"314",11,0.347190503207521,5.78262850468792,3,1,0.1,180,1
"315",11,0.303803207242985,15.135793292031,2,1,0.1,180,1
"316",11,0.401016931078058,0.914803605659774,2,1,0.1,180,1
"317",11,0.513318931856371,5.76879089846736,2,1,0.1,180,1
"318",11,0.389296933041493,2.39480398891436,1,1,0.1,180,1
"319",11,0.410944200871277,3.76675143337718,1,1,0.1,180,1
"320",11,0.315549377379588,21.0863008350477,1,1,0.1,180,1
"321",11,0.431702504917308,21.2836593050375,1,1,0.1,180,1
"322",11,0.288997549081594,25.4924723257208,1,1,0.1,180,1
"323",11,0.414877210597578,5.21254123612516,2,1,0.1,180,1
"324",11,0.416404464935771,11.9317483417376,2,1,0.1,180,1
"325",11,0.6031193227662,19.3736381210681,1,1,0.1,180,1
"326",11,0.37132095191353,17.7500650896945,2,1,0.1,180,1
"327",11,0.372771805153395,8.98719176137642,3,1,0.1,180,1
"328",11,0.46223652278686,11.6936036032103,1,1,0.1,180,1
"329",11,0.366734056939534,6.70041404091856,2,1,0.1,180,1
"330",11,0.398568639739345,5.28812806675467,1,1,0.1,180,1
"331",12,0.926650668290935,26.4390974790678,2,1,0.1,180,1
"332",12,0.913264355092652,24.8836421481083,1,1,0.1,180,1
"333",12,1.01769945054733,26.4241728461776,2,1,0.1,180,1
"334",12,0.94273773274011,7.00854069471858,2,1,0.1,180,1
"335",12,0.793283496618953,4.16709153507132,1,1,0.1,180,1
"336",12,0.826862475606507,35.9628438225612,2,1,0.1,180,1
"337",12,1.13655013274775,17.2428458869682,1,1,0.1,180,1
"338",12,1.02479153940998,85.2742524898586,2,1,0.1,180,1
"339",12,1.11951131020834,23.975523539099,2,1,0.1,180,1
"340",12,1.0377564037888,2.43728419097584,1,1,0.1,180,1
"341",12,1.06896284619687,30.8153387623696,2,1,0.1,180,1
"342",12,1.08166277961142,4.80111518962477,2,1,0.1,180,1
"343",12,0.812578226536065,47.7309725599753,2,1,0.1,180,1
"344",12,0.908993913648797,8.48597697523752,1,1,0.1,180,1
"345",12,0.906437736123391,3.47905680491482,1,1,0.1,180,1
"346",12,1.19610480197577,52.4867632357358,2,1,0.1,180,1
"347",12,1.07732426218557,21.8653877139617,3,1,0.1,180,1
"348",12,1.12679508879097,9.73147725292388,1,1,0.1,180,1
"349",12,0.984689228293788,18.8629917029056,4,1,0.1,180,1
"350",12,1.01358124861833,37.3627633810819,1,1,0.1,180,1
"351",12,0.84029471070329,70.6695725411403,1,1,0.1,180,1
"352",12,0.999069704988286,13.297708986126,3,1,0.1,180,1
"353",12,1.14928287330858,6.67090862303121,1,1,0.1,180,1
"354",12,1.07061665738436,26.5078903972083,1,1,0.1,180,1
"355",12,0.83695908329065,9.93315890495602,2,1,0.1,180,1
"356",12,0.995743503902736,3.85064408522602,1,1,0.1,180,1
"357",12,1.06463174942939,3.65472806327939,1,1,0.1,180,1
"358",12,1.15236750340652,15.4977261661059,4,1,0.1,180,1
"359",12,1.06067130110491,11.7167368670555,2,1,0.1,180,1
"360",12,0.961935019530865,32.1578473830863,1,1,0.1,180,1
"361",13,-0.780947535980768,12.9482987256431,2,1,0.1,180,1
"362",13,-0.815986630023723,39.7375122385303,2,1,0.1,180,1
"363",13,-0.922317201825682,6.94307876915261,2,1,0.1,180,1
"364",13,-0.699235268313543,6.35454861523818,2,1,0.1,180,1
"365",13,-0.834417688077605,8.99272058473866,1,1,0.1,180,1
"366",13,-0.739464033182207,8.41447568867713,1,1,0.1,180,1
"367",13,-0.823346902173691,3.40083586904483,2,1,0.1,180,1
"368",13,-0.906959719695962,7.83355146231943,1,1,0.1,180,1
"369",13,-0.952449686624897,11.5639970040315,2,1,0.1,180,1
"370",13,-0.985949595795087,3.50050539670638,3,1,0.1,180,1
"371",13,-0.793179393431781,12.4712944881981,2,1,0.1,180,1
"372",13,-0.946388969652332,168.559739121426,1,1,0.1,180,1
"373",13,-0.891596909987562,35.9701514759369,1,1,0.1,180,1
"374",13,-0.993782892106583,22.0607232801616,2,1,0.1,180,1
"375",13,-0.95680335001558,24.9384358879837,1,1,0.1,180,1
"376",13,-0.912098755687725,7.82792631947171,2,1,0.1,180,1
"377",13,-0.928573904892733,14.9283385239075,1,1,0.1,180,1
"378",13,-0.86987575458101,1.6765557968515,3,1,0.1,180,1
"379",13,-0.893613800975723,6.42621590544343,1,1,0.1,180,1
"380",13,-0.797150020390851,77.3112964767998,2,1,0.1,180,1
"381",13,-0.729015838979457,24.5432951053465,1,1,0.1,180,1
"382",13,-0.991514756764719,18.0930491332372,2,1,0.1,180,1
"383",13,-0.906302435098369,7.82338395344398,2,1,0.1,180,1
"384",13,-0.752717141404144,29.4342334449223,2,1,0.1,180,1
"385",13,-0.998719920150414,1.45162975916725,1,1,0.1,180,1
"386",13,-0.848311689755889,52.9551994951934,2,1,0.1,180,1
"387",13,-0.821311468252675,2.185021062497,1,1,0.1,180,1
"388",13,-0.968337165136617,64.6136049779225,2,1,0.1,180,1
"389",13,-0.807144945645214,6.17540387200954,2,1,0.1,180,1
"390",13,-0.727492504392992,12.3689652188638,1,1,0.1,180,1
"391",14,-0.048841442758554,11.6485988331622,1,1,0.1,180,1
"392",14,-0.182884054372121,7.41829502138442,1,1,0.1,180,1
"393",14,-0.129465387991784,5.38086665763365,2,1,0.1,180,1
"394",14,-0.237031001939047,10.6714474575378,2,1,0.1,180,1
"395",14,-0.155470025514904,123.578953583886,2,1,0.1,180,1
"396",14,-0.0405284531309353,23.0532134436585,2,1,0.1,180,1
"397",14,-0.161500422980826,5.33645002954233,1,1,0.1,180,1
"398",14,-0.0984192893509823,67.9233268706745,1,1,0.1,180,1
"399",14,-0.209397399476697,24.5612563334145,2,1,0.1,180,1
"400",14,-0.0849097564287153,12.177791043431,1,1,0.1,180,1
"401",14,-0.235446158017795,3.70523678518496,1,1,0.1,180,1
"402",14,0.195860470680291,17.2213563940599,2,1,0.1,180,1
"403",14,-0.260758492437016,14.9692649454803,2,1,0.1,180,1
"404",14,-0.0290063162304332,54.8787779805486,1,1,0.1,180,1
"405",14,-0.286236249132782,1.02702630517627,2,1,0.1,180,1
"406",14,-0.250112384104478,4.01993055740172,2,1,0.1,180,1
"407",14,-0.255462128225287,14.4541176792212,1,1,0.1,180,1
"408",14,-0.112935080278915,6.11161187003408,1,1,0.1,180,1
"409",14,-0.250557289242787,3.630023927346,3,1,0.1,180,1
"410",14,-0.186859904276149,19.9253377111544,1,1,0.1,180,1
"411",14,-0.0413970936762293,2.19647493151699,1,1,0.1,180,1
"412",14,-0.201588961229064,5.9944717654001,1,1,0.1,180,1
"413",14,-0.226429280205672,10.9138787776684,2,1,0.1,180,1
"414",14,-0.115927396348474,28.3516308065967,2,1,0.1,180,1
