"","firm","culture","tenure","employments","sim_no","var_win","n_paragon","cond"
"75",3,0.348747022740241,70.7408708377617,1,1,0.3,180,1
"76",3,0.368240856489885,15.1913255048023,1,1,0.3,180,1
"77",3,0.800645173076566,2.1189747314057,1,1,0.3,180,1
"78",3,0.946560189049486,5.73099747202532,1,1,0.3,180,1
"79",3,1.05214463809065,11.9935344981613,2,1,0.3,180,1
"80",3,1.18573354434304,12.5817452096189,1,1,0.3,180,1
"81",3,0.791717857128608,9.50552567322953,1,1,0.3,180,1
"82",3,0.656837608033938,20.2038760489408,1,1,0.3,180,1
"83",3,0.118033067886223,9.1282485634664,1,1,0.3,180,1
"84",3,0.307656633927092,11.5781226581361,2,1,0.3,180,1
"85",3,0.765074977151049,2.65294107577063,1,1,0.3,180,1
"86",3,0.696302232239184,17.4386388573318,1,1,0.3,180,1
"87",3,0.457050532862988,1.84625799005315,1,1,0.3,180,1
"88",3,0.421071148113867,6.78637868396768,2,1,0.3,180,1
"89",3,0.939719692524262,14.3071760926834,2,1,0.3,180,1
"90",3,0.676274650563612,8.50343044782512,2,1,0.3,180,1
"91",4,-0.16997491844198,2.77707350637652,1,1,0.3,180,1
"92",4,0.00253074232111195,2.45259163007891,2,1,0.3,180,1
"93",4,-0.80591648312169,27.0311393522749,1,1,0.3,180,1
"94",4,-0.340987838367779,6.90530165058203,1,1,0.3,180,1
"95",4,-0.381806721272071,14.7898217841912,1,1,0.3,180,1
"96",4,-0.0541670190681172,1.61751930351497,1,1,0.3,180,1
"97",4,-0.612814046386419,8.70041766960155,1,1,0.3,180,1
"98",4,-0.940895570057546,79.5435285682407,2,1,0.3,180,1
"99",4,-0.866326694168529,13.4042302433943,2,1,0.3,180,1
"100",4,-0.187651668665492,23.4207162362847,1,1,0.3,180,1
"101",4,0.0873472340525728,10.7588515494747,1,1,0.3,180,1
"102",4,-0.320691010161191,3.09558477382921,2,1,0.3,180,1
"103",4,-0.216869572123693,20.5966837348108,2,1,0.3,180,1
"104",4,-0.530206096797823,8.72780297922296,1,1,0.3,180,1
"105",4,-0.582100448071893,6.17980844352746,2,1,0.3,180,1
"106",4,-0.914865206112213,5.69735665817575,1,1,0.3,180,1
"107",4,-0.49138638955411,12.5734245728143,1,1,0.3,180,1
"108",4,-0.433253169768748,9.6104810464712,2,1,0.3,180,1
"109",4,0.033365959903668,89.0088329648255,2,1,0.3,180,1
"110",4,-0.683561120977974,17.7801321799941,2,1,0.3,180,1
"111",4,-0.574453983897141,152.23825909629,1,1,0.3,180,1
"112",4,0.000192553316866795,23.8543421326762,1,1,0.3,180,1
"113",4,-0.339026955876826,8.3561852827703,2,1,0.3,180,1
"114",4,0.196776846986031,58.5365989807029,2,1,0.3,180,1
"115",4,-0.864171104119488,50.5460280092223,2,1,0.3,180,1
"116",4,-0.429384446900828,23.8337778150788,2,1,0.3,180,1
"117",4,0.0431195043061595,8.21553492556099,2,1,0.3,180,1
"118",4,0.264316489972426,3.911584321767,3,1,0.3,180,1
"119",4,-0.0519994591365764,14.7848647352483,1,1,0.3,180,1
"120",4,-0.549676356281553,9.44903361978593,1,1,0.3,180,1
"121",5,0.32808933058842,15.7358516575576,1,1,0.3,180,1
"122",5,0.561509966745232,1.12031086066698,1,1,0.3,180,1
"123",5,0.456755741618012,19.8529422669312,2,1,0.3,180,1
"124",5,0.655576317329975,5.25220787689541,1,1,0.3,180,1
"125",5,0.640434185830059,14.3916413364089,1,1,0.3,180,1
"126",5,0.232069226179168,14.0203987193637,1,1,0.3,180,1
"127",5,0.36954501368995,6.73423250090013,2,1,0.3,180,1
"128",5,0.642094311725987,3.28457947610147,1,1,0.3,180,1
"129",5,0.0425018486362632,11.7432403467694,2,1,0.3,180,1
"130",5,0.224439706179741,15.2225205101708,3,1,0.3,180,1
"131",5,0.703799492884266,60.1760951742536,1,1,0.3,180,1
"132",5,0.706296077065605,13.7462243160178,1,1,0.3,180,1
"133",5,0.368888625385108,1.42035821961636,1,1,0.3,180,1
"134",5,1.05586965527623,6.62328682923082,3,1,0.3,180,1
"135",5,0.609962076875559,24.6555453376426,1,1,0.3,180,1
"136",5,0.262109484882425,12.1130852951622,4,1,0.3,180,1
"137",5,0.181225912297549,64.0243160236757,1,1,0.3,180,1
"138",5,0.805547259691543,2.28357326035027,2,1,0.3,180,1
"139",5,0.363092686392332,24.225819619908,1,1,0.3,180,1
"140",5,-0.0488203031816397,13.4646710003584,1,1,0.3,180,1
"141",5,-0.151892484080223,37.9382307659498,1,1,0.3,180,1
"142",5,0.55962786283996,30.6309083776344,1,1,0.3,180,1
"143",5,0.230876717141516,12.8353127425754,1,1,0.3,180,1
"144",5,0.617863742067752,19.1939727399116,2,1,0.3,180,1
"145",5,0.342896592433944,9.81141321982181,2,1,0.3,180,1
"146",5,0.53529950898805,12.5482045528595,1,1,0.3,180,1
"147",5,0.0222566804845897,17.1262303722263,1,1,0.3,180,1
"148",5,0.668454810911899,18.244739661128,1,1,0.3,180,1
"149",5,0.286190281617744,2.39686379506484,1,1,0.3,180,1
"150",5,0.526960934604449,14.8753787216138,1,1,0.3,180,1
"151",6,0.235566342112695,9.54125297575141,1,1,0.3,180,1
"152",6,0.433328887745273,15.2062354868017,1,1,0.3,180,1
"153",6,-0.167739670627484,36.4185865625692,2,1,0.3,180,1
"154",6,0.0770381136677075,55.1100279825032,2,1,0.3,180,1
"155",6,-0.332864323543044,15.3414774553457,2,1,0.3,180,1
"156",6,0.234530258123217,8.21060625758896,1,1,0.3,180,1
"157",6,-0.305914906082326,22.4065074365412,2,1,0.3,180,1
"158",6,0.439221671126686,7.25993566791237,1,1,0.3,180,1
"159",6,0.063612128659115,8.04271597926389,1,1,0.3,180,1
"160",6,0.511533704519555,3.05303435939988,2,1,0.3,180,1
"161",6,0.452901654433925,26.9925882087153,1,1,0.3,180,1
"162",6,0.39965364308467,13.792092382304,2,1,0.3,180,1
"163",6,0.147625608409185,18.5628274587591,1,1,0.3,180,1
"164",6,0.175563732448952,23.9777803477633,1,1,0.3,180,1
"165",6,0.221592351155766,6.16442269837275,2,1,0.3,180,1
"166",6,0.232641209801773,6.4217774063871,2,1,0.3,180,1
"167",6,0.432685823551621,6.79211671422124,2,1,0.3,180,1
"168",6,0.300263094230852,11.1755615540949,1,1,0.3,180,1
"169",6,-0.159970081253295,18.2279048157655,2,1,0.3,180,1
"170",6,0.219019249475813,13.230439223905,2,1,0.3,180,1
"171",6,0.307870827315716,12.3547313331782,1,1,0.3,180,1
"172",6,0.339360980505982,3.12113000395884,2,1,0.3,180,1
"173",6,0.10332680866267,14.5135351198953,2,1,0.3,180,1
"174",6,0.494226412357265,18.7400939689713,2,1,0.3,180,1
"175",6,0.0763796021397752,6.21404265874197,2,1,0.3,180,1
"176",6,0.594634354686586,13.1580257629539,2,1,0.3,180,1
"177",6,0.0992928955270607,10.802646361139,2,1,0.3,180,1
"178",6,0.655645072283479,23.9852950678792,1,1,0.3,180,1
"179",6,0.450324981622646,25.892102625688,2,1,0.3,180,1
"180",6,0.0625032837266153,6.0335974046275,2,1,0.3,180,1
"181",7,-0.286202088912733,7.70811401865518,2,1,0.3,180,1
"182",7,-0.365289013214686,75.2021820275217,2,1,0.3,180,1
"183",7,-0.743767241353987,64.5122206494861,2,1,0.3,180,1
"184",7,-0.200624951581404,8.88118744890277,2,1,0.3,180,1
"185",7,-0.811879816859431,0.804853785755579,1,1,0.3,180,1
"186",7,-0.261127256398157,43.4690232502195,2,1,0.3,180,1
"187",7,-0.516166493792742,2.4636811405645,2,1,0.3,180,1
"188",7,-0.560769328564258,33.8501071283022,2,1,0.3,180,1
"189",7,-0.526355867713145,15.5884249185739,1,1,0.3,180,1
"190",7,-1.39560997969232,6.63795173125921,1,1,0.3,180,1
"191",7,-0.290152435772426,2.14969204196772,1,1,0.3,180,1
"192",7,-0.636268016219174,3.53196565187677,2,1,0.3,180,1
"193",7,-0.898845965489859,1.59473013416142,2,1,0.3,180,1
"194",7,-0.330174655766181,0.833116008385564,2,1,0.3,180,1
"195",7,-0.489489985865232,36.3851562568562,1,1,0.3,180,1
"196",7,-0.087466867219353,22.8028668560215,1,1,0.3,180,1
"197",7,-0.881266297804634,244.212967974331,1,1,0.3,180,1
"198",7,-0.946539976971464,13.7800470047783,2,1,0.3,180,1
"199",7,-0.79977978416411,5.89102507686885,1,1,0.3,180,1
"200",7,-0.449589045309959,41.6147136268271,1,1,0.3,180,1
"201",7,-0.997108364013738,15.0593551951006,1,1,0.3,180,1
"202",7,-0.625491011023127,11.227722914443,1,1,0.3,180,1
"203",7,-0.599949432249496,15.2291563880032,2,1,0.3,180,1
"204",7,-0.278038075696767,5.05549444212536,2,1,0.3,180,1
"205",7,-0.15743804840287,13.876033208821,2,1,0.3,180,1
"206",7,-0.0694957497508893,6.45535363537644,1,1,0.3,180,1
"207",7,-0.901814857218539,24.37528706459,1,1,0.3,180,1
"208",7,-0.503089383605182,4.46247550132383,1,1,0.3,180,1
"209",7,-1.10628075661038,9.14511825559273,1,1,0.3,180,1
"210",7,-0.491543723222692,17.073590867143,2,1,0.3,180,1
"211",8,-0.665323603373227,37.5548510345956,3,1,0.3,180,1
"212",8,-0.207036401835458,32.0204340741218,1,1,0.3,180,1
"213",8,-0.664419102676772,12.1833863365118,3,1,0.3,180,1
"214",8,-0.113825001160659,3.69326462804128,2,1,0.3,180,1
"215",8,-0.293500328707889,6.95680965425646,1,1,0.3,180,1
"216",8,-0.586146622669218,14.1894612699843,2,1,0.3,180,1
"217",8,0.141394701792864,23.9519873532667,2,1,0.3,180,1
"218",8,-0.165095058560195,11.9449630541546,2,1,0.3,180,1
"219",8,-0.147967468441833,16.1680515783287,1,1,0.3,180,1
"220",8,-0.547952988994135,25.9201309131218,2,1,0.3,180,1
"221",8,-0.748808241755318,6.87360281493031,1,1,0.3,180,1
"222",8,-0.22607967437196,10.2368043047023,1,1,0.3,180,1
"223",8,-0.553538071529766,39.0323260017291,1,1,0.3,180,1
"224",8,-0.353271024784282,11.6756170343611,1,1,0.3,180,1
"225",8,0.0966455203577614,7.61665107410258,1,1,0.3,180,1
"226",8,-0.685154955740937,24.3287723548579,3,1,0.3,180,1
"227",8,-0.487705029908394,39.9485315301615,2,1,0.3,180,1
"228",8,-1.18550689561213,21.0906258642054,1,1,0.3,180,1
"229",8,-0.548307950194533,1.59122190143346,2,1,0.3,180,1
"230",8,-0.164371158817169,5.64893076957632,1,1,0.3,180,1
"231",8,-0.487025847897101,18.2198772474077,1,1,0.3,180,1
"232",8,0.195766323023152,8.46351824314434,2,1,0.3,180,1
"233",8,-0.614921760645237,24.8181516077684,1,1,0.3,180,1
"234",8,-0.242117480988549,26.9132670996953,3,1,0.3,180,1
"235",8,0.411994575554154,23.1600808786035,1,1,0.3,180,1
"236",8,-0.38559532885104,3.98874506815954,2,1,0.3,180,1
"237",8,0.0722667396218006,9.40884432747836,1,1,0.3,180,1
"238",8,-0.665869528544764,3.69860888246506,1,1,0.3,180,1
"239",8,-0.585832981768656,14.0144673059845,1,1,0.3,180,1
"240",8,-0.739555763195741,6.88536518516646,1,1,0.3,180,1
"241",9,-0.471642630286504,0.781415019774975,2,1,0.3,180,1
"242",9,-0.752190477283216,7.64769022043485,3,1,0.3,180,1
"243",9,-0.385311305170696,21.67496724265,1,1,0.3,180,1
"244",9,-1.21035204952902,3.98428333785773,2,1,0.3,180,1
"245",9,-1.07178903506379,45.9189288660979,1,1,0.3,180,1
"246",9,-0.392775603177859,30.4928074367198,1,1,0.3,180,1
"247",9,-0.335712689983502,14.2914215973103,1,1,0.3,180,1
"248",9,-1.20910717236343,60.5067332307027,1,1,0.3,180,1
"249",9,-1.05266607012416,22.0103049915634,1,1,0.3,180,1
"250",9,-1.04845689636831,14.0969016558026,2,1,0.3,180,1
"251",9,-0.289843716527483,3.10049923205028,2,1,0.3,180,1
"252",9,-0.578863749675182,20.397262811787,2,1,0.3,180,1
"253",9,-0.754128115711955,17.2358880375226,1,1,0.3,180,1
"254",9,-0.592035986289563,28.2425998826749,1,1,0.3,180,1
"255",9,-0.900982509953072,20.3651895370787,1,1,0.3,180,1
"256",9,-0.855500775821499,21.7851285330213,1,1,0.3,180,1
"257",9,-0.420757377259977,13.0683501429861,2,1,0.3,180,1
"258",9,-1.23827888822394,13.3080612566973,1,1,0.3,180,1
"259",9,-0.806105182231235,8.07938638710406,3,1,0.3,180,1
"260",9,-0.795538711212883,10.5112883391425,2,1,0.3,180,1
"261",9,-1.33744426446829,70.7239495708481,1,1,0.3,180,1
"262",9,-0.49088929392262,32.0116955276079,1,1,0.3,180,1
"263",9,-1.08270460571614,2.92141679751677,1,1,0.3,180,1
"264",9,-0.81517270147902,15.5168538169439,1,1,0.3,180,1
"265",9,-1.14721330108812,29.3374186526114,1,1,0.3,180,1
"266",9,-0.208858977364413,10.0653235254577,2,1,0.3,180,1
"267",9,-0.570553653230705,11.5864415755816,2,1,0.3,180,1
"268",9,-0.667325439803402,4.34230794603981,1,1,0.3,180,1
"269",9,-0.725697346220421,10.2489319315355,1,1,0.3,180,1
"270",9,-1.04794873637417,10.0341833380536,2,1,0.3,180,1
"271",10,-2.30866125119038,69.1436023287335,1,1,0.3,180,1
"272",10,-2.15446088545179,3.40775353149588,1,1,0.3,180,1
"273",10,-2.38557725581079,33.9036900062781,1,1,0.3,180,1
"274",10,-1.99165564881552,9.95871585942101,2,1,0.3,180,1
"275",10,-2.09012562809496,7.91826238703704,2,1,0.3,180,1
"276",10,-2.04171082812721,3.33725006725026,1,1,0.3,180,1
"277",10,-2.6079386552306,4.05938812074394,2,1,0.3,180,1
"278",10,-2.3617354183985,87.8589001366102,1,1,0.3,180,1
"279",10,-2.42159340148074,5.44092284443455,2,1,0.3,180,1
"280",10,-1.90396988241524,22.720809479659,2,1,0.3,180,1
"281",10,-1.95414260002394,18.6886740652842,2,1,0.3,180,1
"282",10,-2.08016667904226,13.1323298026684,2,1,0.3,180,1
"283",10,-2.15261936101343,15.9396407704858,1,1,0.3,180,1
"284",10,-2.08929596210132,10.5733902798898,1,1,0.3,180,1
"285",10,-2.49689240746679,50.8415121923199,2,1,0.3,180,1
"286",10,-3.00439298937989,6.48423940925882,1,1,0.3,180,1
"287",10,-2.20846065788806,54.4814581466511,2,1,0.3,180,1
"288",10,-2.49358745994621,3.94946943353319,2,1,0.3,180,1
"289",10,-2.50017554318505,36.3717054332567,2,1,0.3,180,1
"290",10,-2.35255119910554,6.65055280922773,1,1,0.3,180,1
"291",10,-2.63571750410617,24.6214678964106,1,1,0.3,180,1
"292",10,-1.71574660779586,34.3496657775863,2,1,0.3,180,1
"293",10,-2.197941536987,1.15245876173521,1,1,0.3,180,1
"294",10,-2.27692297608077,4.57857128369983,2,1,0.3,180,1
"295",10,-2.18976910860877,22.8289820640746,1,1,0.3,180,1
"296",10,-2.35332865639487,6.67257605055335,1,1,0.3,180,1
"297",10,-2.3417278154352,19.0873009708193,2,1,0.3,180,1
"298",10,-2.45116742064424,16.6813565663142,1,1,0.3,180,1
"299",10,-2.08377995718895,29.7241730500662,2,1,0.3,180,1
"300",10,-2.25771426288021,21.6745535844471,3,1,0.3,180,1
"301",11,1.22846508832476,10.8734679344756,1,1,0.3,180,1
"302",11,1.7398484072973,40.8200979602952,2,1,0.3,180,1
"303",11,1.8129213542295,10.0265501297157,3,1,0.3,180,1
"304",11,1.12841927407761,24.1566634588088,2,1,0.3,180,1
"305",11,1.40102229198144,17.4251183842579,1,1,0.3,180,1
"306",11,1.41373198715582,46.9014340238415,2,1,0.3,180,1
"307",11,1.46282969308365,5.47493122291738,2,1,0.3,180,1
"308",11,1.31481758827943,35.2149394656491,4,1,0.3,180,1
"309",11,1.33705902714312,2.77512844972053,2,1,0.3,180,1
"310",11,1.15741090788032,10.2671006858503,2,1,0.3,180,1
"311",11,1.29396115586686,47.1754831462594,2,1,0.3,180,1
"312",11,1.41619130659412,16.7295280747525,2,1,0.3,180,1
"313",11,1.36172859245446,10.6685955679774,1,1,0.3,180,1
"314",11,1.22935047826466,10.768400899759,1,1,0.3,180,1
"315",11,1.42513493221463,3.12135582175674,1,1,0.3,180,1
"316",11,1.57935940421741,14.953856055313,2,1,0.3,180,1
"317",11,1.32600225699157,17.8643034098018,2,1,0.3,180,1
"318",11,1.75467339022724,1.98048562515237,2,1,0.3,180,1
"319",11,1.21696262578148,12.9288713602468,2,1,0.3,180,1
"320",11,1.65707514866374,4.74337793859082,1,1,0.3,180,1
"321",11,1.5258950166203,15.4811412378222,1,1,0.3,180,1
"322",11,1.28273224009035,6.82662492964073,1,1,0.3,180,1
"323",11,1.4812783891588,20.0604564401071,1,1,0.3,180,1
"324",11,1.6452659667403,2.47056410192312,2,1,0.3,180,1
"325",11,1.77612877099744,30.4500383282111,2,1,0.3,180,1
"326",11,1.77371586856366,19.1022788134455,2,1,0.3,180,1
"327",11,0.966915893457352,43.2771879368003,1,1,0.3,180,1
"328",11,1.92720570364544,15.7478639085998,3,1,0.3,180,1
"329",11,0.934024641978771,7.34532326497691,1,1,0.3,180,1
"330",11,1.36416999927646,7.2817069640586,2,1,0.3,180,1
"331",12,-0.265255943534768,27.6231766850443,1,1,0.3,180,1
"332",12,-0.357233508022922,7.6238866448242,2,1,0.3,180,1
"333",12,-0.184816560568622,12.0422039729322,1,1,0.3,180,1
"334",12,-0.422369613973667,18.8466798796255,1,1,0.3,180,1
"335",12,-0.335603879995962,23.9248493353288,1,1,0.3,180,1
"336",12,-0.378068795348207,34.0934903423684,2,1,0.3,180,1
"337",12,-0.301250446332592,9.6425274092467,2,1,0.3,180,1
"338",12,-0.558329500320887,3.60174322722151,1,1,0.3,180,1
"339",12,-0.331619284775793,39.9571944495666,2,1,0.3,180,1
"340",12,-0.686915366308648,50.5783897497028,3,1,0.3,180,1
"341",12,-1.01894149985183,46.8510256762688,2,1,0.3,180,1
"342",12,-0.656838953971152,16.0575794471012,3,1,0.3,180,1
"343",12,-0.424530827871136,18.8966669317068,2,1,0.3,180,1
"344",12,-0.166363174314195,130.629346193722,2,1,0.3,180,1
"345",12,-0.141486845783469,7.42411434446332,1,1,0.3,180,1
"346",12,-0.645946258879444,18.252860213689,2,1,0.3,180,1
"347",12,-0.390593601596368,36.2273565391341,1,1,0.3,180,1
"348",12,0.167407499271473,9.8349583902887,2,1,0.3,180,1
"349",12,-0.526119406333838,1.89384423923192,1,1,0.3,180,1
"350",12,-0.963220718165531,4.65190917256907,1,1,0.3,180,1
"351",12,-0.524768697470573,1.8837441775124,1,1,0.3,180,1
"352",12,-0.333761236222303,41.4921392339641,1,1,0.3,180,1
"353",12,-0.363670231186339,8.26853697910166,1,1,0.3,180,1
"354",12,-0.350226538826842,6.82588275719395,2,1,0.3,180,1
"355",12,0.194356956443737,33.4216508640352,2,1,0.3,180,1
"356",12,-0.201760974262518,7.52443668002041,2,1,0.3,180,1
"357",12,-0.611295538002965,10.0899982233323,2,1,0.3,180,1
"358",12,-0.580354814024758,4.75783416337933,2,1,0.3,180,1
"359",12,-0.774212225988463,16.0299998419437,2,1,0.3,180,1
"360",12,-0.290910523587039,16.2934305034437,2,1,0.3,180,1
"361",13,2.13559939363498,11.9510087290316,1,1,0.3,180,1
"362",13,2.37624696385497,5.80952112427111,2,1,0.3,180,1
"363",13,2.23318483059828,4.95581300019102,1,1,0.3,180,1
"364",13,1.69693695663036,24.102793569941,1,1,0.3,180,1
"365",13,2.54782943949106,15.88175887423,2,1,0.3,180,1
"366",13,2.70422197465015,5.68538133693624,2,1,0.3,180,1
"367",13,2.45277975351507,12.2503556334711,1,1,0.3,180,1
"368",13,1.85364502136036,17.8263747396971,1,1,0.3,180,1
"369",13,2.47694133557053,32.6886195607798,2,1,0.3,180,1
"370",13,2.03661577258039,47.3934768241102,2,1,0.3,180,1
"371",13,2.24141314315988,6.21477985133804,1,1,0.3,180,1
"372",13,2.0363088060278,14.0476991163509,3,1,0.3,180,1
"373",13,1.78098025771013,34.0825049199852,2,1,0.3,180,1
"374",13,2.28801587993066,24.5625400126274,1,1,0.3,180,1
"375",13,1.66143013670127,16.5264706534571,1,1,0.3,180,1
"376",13,1.65773417622198,9.98782707619873,1,1,0.3,180,1
"377",13,1.64109661802356,13.2873316400638,2,1,0.3,180,1
"378",13,1.85320834312621,3.17023482959815,2,1,0.3,180,1
"379",13,2.24482158953346,3.4916556019499,2,1,0.3,180,1
"380",13,1.92134660869556,6.2159533888498,1,1,0.3,180,1
"381",13,2.01716761586801,34.0982109971403,1,1,0.3,180,1
"382",13,2.38091198317966,2.37467834782631,2,1,0.3,180,1
"383",13,2.50908914138011,13.4411625358331,2,1,0.3,180,1
"384",13,2.72426820844403,6.64145652708517,2,1,0.3,180,1
"385",13,2.86266900743911,13.8922105349033,2,1,0.3,180,1
"386",13,2.59850475653446,17.4135560475247,4,1,0.3,180,1
"387",13,2.23198356439366,11.673217821227,2,1,0.3,180,1
"388",13,2.47716265996142,11.2230381169516,2,1,0.3,180,1
"389",13,2.48994818744522,12.7685036404608,2,1,0.3,180,1
"390",13,1.72505648114708,7.48985804974647,2,1,0.3,180,1
"391",14,-1.70233872299519,25.7385084736291,2,1,0.3,180,1
"392",14,-1.59920915230594,8.39767747719324,1,1,0.3,180,1
"393",14,-1.73417781191823,2.81568798634667,1,1,0.3,180,1
"394",14,-2.04200168180442,18.8901872016626,1,1,0.3,180,1
"395",14,-1.88377270402245,18.4738081943195,1,1,0.3,180,1
"396",14,-2.15426361087076,2.17794636388976,3,1,0.3,180,1
"397",14,-2.1842758561736,22.653112027689,3,1,0.3,180,1
"398",14,-1.81735617431638,10.0930512506837,2,1,0.3,180,1
"399",14,-1.97198183905505,5.87969905127827,1,1,0.3,180,1
"400",14,-1.77050935541758,7.78293900255096,2,1,0.3,180,1
"401",14,-1.88833580434701,3.47703392483617,2,1,0.3,180,1
"402",14,-2.61245951728414,14.1507892178264,2,1,0.3,180,1
"403",14,-2.25492189025733,4.70339027239817,1,1,0.3,180,1
"404",14,-2.17343279805369,17.714895795679,2,1,0.3,180,1
"405",14,-1.87875543542092,11.5113828713571,2,1,0.3,180,1
"406",14,-1.97743717333307,9.09960077440546,2,1,0.3,180,1
"407",14,-1.86410242801514,10.0140355621042,1,1,0.3,180,1
"408",14,-2.32035804450023,8.56262217436655,1,1,0.3,180,1
"409",14,-2.33549704734785,1.4710537815934,2,1,0.3,180,1
"410",14,-2.29000616581722,12.2728419711735,2,1,0.3,180,1
"411",14,-2.07719685456125,6.20512608331594,2,1,0.3,180,1
"412",14,-1.67573755094819,30.2411846897768,2,1,0.3,180,1
"413",14,-2.42948330082621,39.3463742092038,1,1,0.3,180,1
"414",14,-2.09890041883055,1.42710316954066,1,1,0.3,180,1
