"","firm","c1","c2","tenure","employments","sim_no"
"39",2,0.529163937726084,0.64561267670587,4.46839303942965,3,1
"40",2,0.460725056240697,0.69863189436449,15.921400890522,1,1
"41",2,0.290192534889209,0.618840504228185,3.22396236473917,1,1
"42",2,0.443820704181354,0.677539481890628,16.7389577763957,1,1
"43",2,0.443721916645151,0.882674089580403,8.45222183334816,1,1
"44",2,0.494064514034057,0.700025127487539,23.827684198135,2,1
"45",2,0.271790995064121,0.7309926290598,10.1716622907784,4,1
"46",2,0.471667665661658,0.606757240640011,22.1973644139893,1,1
"47",2,0.390207986211481,0.801298493768081,19.1769608565278,1,1
"48",2,0.501089405986936,0.787732347514333,11.5912502125985,2,1
"49",2,0.495300677795497,0.748158134583291,16.8191248679325,2,1
"50",2,0.430598682627039,0.676745448760857,8.27923858864563,1,1
"51",2,0.420743395783263,0.755567647003244,2.99026712552958,1,1
"52",2,0.494228375451921,0.556762610068061,2.10414974719523,1,1
"53",2,0.358503920058428,0.653755770439611,34.8449768555412,1,1
"54",2,0.478811496949272,0.913096715878035,5.46385752507759,1,1
"55",2,0.440857758400955,0.737604716574591,6.26202863907777,2,1
"56",2,0.355945434668142,0.57958438428433,18.5235660696365,2,1
"57",2,0.315344470523582,0.8914191866988,69.4843568582972,1,1
"58",2,0.460884601375595,0.750669535066383,49.1037909210418,2,1
"59",2,0.444723380900791,0.704575751505159,11.4117312156606,2,1
"60",2,0.422853760593052,0.837927299797251,16.3421628357502,1,1
"61",3,0.475113455666348,-0.252970330740093,23.3909333781035,1,1
"62",3,0.5497419318257,-0.21580931832182,3.59893702352142,2,1
"63",3,0.588123569446495,-0.382693771998454,28.8487895596765,2,1
"64",3,0.541695873867654,-0.209394616312309,13.6637045717613,1,1
"65",3,0.637641412287655,-0.219641680830729,211.467779716136,1,1
"66",3,0.742437491718145,-0.154834052487288,3.44123122122346,2,1
"67",3,0.481687075744641,-0.0480882429481777,11.4561726281808,2,1
"68",3,0.520332886901358,-0.329525502204893,13.4824285538618,1,1
"69",3,0.501823212178355,-0.212140622274317,9.92366935248126,1,1
"70",3,0.448951706969652,-0.258122424726581,66.166195688519,3,1
"71",3,0.635665733413716,-0.10672981835028,2.60229838080469,2,1
"72",3,0.56344566877187,-0.0700667564819518,12.9965717250475,2,1
"73",3,0.411983543820291,-0.081289356409208,14.6917704653628,1,1
"74",3,0.740585665356746,0.0159771927117672,31.9350948770233,1,1
"75",3,0.526225718476167,-0.224589920694187,31.6610756654513,1,1
"76",3,0.454740466199664,-0.0940588355241187,6.14980803743035,2,1
"77",3,0.66141654268594,-0.0865779385645994,25.7126336214064,1,1
"78",3,0.703211171271463,-0.0624332010575052,27.2017300497174,1,1
"79",3,0.704016767596893,-0.0670291640852129,15.5328208320815,2,1
"80",3,0.695835992436263,-0.10199894684409,45.699373639101,1,1
"81",3,0.71172271545208,-0.064982050921242,3.85573239536074,2,1
"82",3,0.629436437875364,-0.223237913954486,11.4747480816215,1,1
"83",3,0.597766956898417,-0.30831451477204,14.5285553959694,1,1
"84",3,0.58846729184067,-0.209281873214827,16.3773834297942,2,1
"85",3,0.386346033023203,-0.25558550099835,7.53015514495824,2,1
"86",3,0.60392915441919,-0.182536018183108,31.3413100809806,1,1
"87",3,0.477770429615282,-0.241901594965242,11.9020943127043,1,1
"88",3,0.504044205390786,-0.197907495173295,4.72045297918279,1,1
"89",3,0.552618155591518,-0.237868071764763,9.34319045124971,2,1
"90",3,0.368865615306849,-0.133374514956349,52.3464872781542,3,1
"91",4,0.0972365385775763,0.114277481793093,7.33722660146527,1,1
"92",4,0.21938902190837,0.0665667946030693,14.0360120172692,3,1
"93",4,0.283173661879331,0.149879570503455,15.2549317996811,1,1
"94",4,0.141468260463471,0.20901713522854,8.99287842180492,1,1
"95",4,0.00323662968469182,0.125418812836466,26.6495911184867,2,1
"96",4,0.270381014874372,0.0290675226842148,11.5182135160624,2,1
"97",4,0.20790681725288,0.0982525715897063,1.45178645034586,1,1
"98",4,0.270663052711586,0.209869033889556,25.4058593601221,3,1
"99",4,0.0810667487645022,0.184267223114813,28.8849690907576,2,1
"100",4,0.0785244428349175,0.334854537699409,3.4529680585346,1,1
"101",4,0.0907579137857399,0.188609382073231,20.293383988782,1,1
"102",4,0.0117392779848582,0.144957787852374,9.36336647956857,1,1
"103",4,0.17889120899546,0.248940901920202,9.83398050687462,2,1
"104",4,0.159593399323691,0.164933456762506,12.5307239786836,2,1
"105",4,0.313822645548284,0.0247692152748341,10.2136858112443,1,1
"106",4,0.14369694130034,0.0816694108024641,13.536628010916,2,1
"107",4,0.0713220377222106,0.0809146667968474,8.95186604136567,1,1
"108",4,0.010446691737367,0.166949569843535,2.47062693756423,2,1
"109",4,0.142726120684387,0.262707134995445,3.59007039175161,2,1
"110",4,0.276916852169547,0.117935275456547,29.5144217506604,1,1
"111",4,0.142726120037583,0.236174998783567,42.6147362385628,3,1
"112",4,0.160022521782336,0.138548676532046,6.32528356464091,1,1
"113",4,0.193657780890036,0.379261615318282,25.4152342186781,1,1
"114",4,0.246368619945834,0.0969189205125844,6.28655911488339,1,1
"115",4,0.288686018507987,0.287146450952228,155.220497831096,2,1
"116",4,0.167488908606899,0.257264259593587,7.26074543534514,2,1
"117",4,0.212032982412396,0.090860335583214,3.57981331374688,2,1
"118",4,0.0382360532491865,0.268792616477295,18.92758894957,1,1
"119",4,0.0629423642566132,0.220047980738371,98.4827988767566,2,1
"120",4,0.143301603508287,0.120109444775005,8.08686444496162,2,1
"121",5,-1.11346809889801,-0.763679573945545,17.9727180163357,2,1
"122",5,-0.829448744284534,-0.719123145670359,42.3420160392942,1,1
"123",5,-1.07558864475558,-0.750823052258459,6.30321479559704,1,1
"124",5,-0.741059134098934,-0.673597074482053,38.3162848511777,2,1
"125",5,-0.956941018894275,-0.840102610892337,6.45668997088041,2,1
"126",5,-0.885511218610587,-0.870111750001637,2.41152834026972,2,1
"127",5,-0.910088859068246,-0.814854852120451,21.0928548865341,1,1
"128",5,-0.971327686578272,-0.761061492273728,3.77939236933623,2,1
"129",5,-1.11273842696337,-0.638601095656542,71.5984256040623,1,1
"130",5,-0.896883307809857,-0.795586076577867,51.3184342630236,1,1
"131",5,-1.04587205544289,-0.808476076331907,23.5817817225243,1,1
"132",5,-0.856566189994151,-0.757663616337984,26.6630544370729,3,1
"133",5,-1.06277657639115,-0.566710381125338,3.80366114425012,3,1
"134",5,-0.907422286783065,-0.818185359349543,34.2761257150373,1,1
"135",5,-1.01807305635648,-0.669889204958726,60.1898737753523,2,1
"136",5,-0.986937038796926,-0.69843902806549,3.58190145911594,2,1
"137",5,-0.928030669522236,-0.778712311277552,5.33999805652256,2,1
"138",5,-1.0674759861041,-0.795780143686007,16.6712665827342,3,1
"139",5,-0.918199498176932,-0.642371660128597,6.19164836820013,1,1
"140",5,-0.839058858198509,-0.876003009865658,2.77651152315021,1,1
"141",5,-0.97373716243248,-0.69580235090743,9.45353601135241,1,1
"142",5,-1.03196569993401,-0.910790739995742,16.2661710595227,2,1
"143",5,-0.882885930341094,-0.969137930883249,29.9329850138904,1,1
"144",5,-0.898500242404233,-0.729797060589269,1.63970447216205,1,1
"145",5,-1.00051736153176,-0.847594080861059,3.13034259805476,2,1
"146",5,-0.897801558023346,-0.742493732984735,24.3726695277933,1,1
"147",5,-0.975694252412966,-0.811963482403829,5.32990392117097,1,1
"148",5,-0.964374948516955,-0.903890067960657,11.8594101690312,1,1
"149",5,-1.10818581350378,-0.786919598506875,16.2120307248966,1,1
"150",5,-0.935385608789756,-0.652287013257403,40.4904985892747,1,1
"151",6,0.520558758845054,-0.333592677698438,3.06619508786267,2,1
"152",6,0.5686220844828,-0.272157387862919,61.3784326565659,1,1
"153",6,0.614189687935178,-0.220378457539553,7.2557822488821,1,1
"154",6,0.689525497404908,-0.275394100034591,4.08171462754698,2,1
"155",6,0.503006707304732,-0.0894502047024698,4.90061851418405,2,1
"156",6,0.434722335906819,-0.146503729632133,22.7169669372973,2,1
"157",6,0.395925857377644,-0.0868928651094076,4.17940052724019,2,1
"158",6,0.532967977893725,-0.0955346004906611,31.3295213797992,2,1
"159",6,0.506886349929984,-0.278644554983662,73.727654936679,1,1
"160",6,0.473707697880324,-0.00533979311830612,21.4578580561177,4,1
"161",6,0.441204100923614,-0.0585602133208178,46.1397094612211,1,1
"162",6,0.655440026865387,-0.207529925952809,2.11293302267234,2,1
"163",6,0.670298381689167,-0.208437455189434,47.3908389256597,2,1
"164",6,0.657867717795014,-0.0843692861179548,11.9732376491861,1,1
"165",6,0.631207126459422,-0.156581126511227,42.3437551405418,1,1
"166",6,0.703513751168512,-0.218129639267571,24.9877697106394,1,1
"167",6,0.496086965115055,-0.149084264289124,6.80484823172244,3,1
"168",6,0.538670196204086,-0.048877582492,4.66799990019621,2,1
"169",6,0.446060959272017,-0.230544594862548,9.34566156966787,3,1
"170",6,0.461100441653666,-0.177096549557674,29.2809248284393,2,1
"171",6,0.537082540467001,-0.25232692111061,39.7738156208163,2,1
"172",6,0.68713628949001,-0.0835973803791537,8.9644834300015,2,1
"173",6,0.494634104684055,-0.156240549987932,81.3390952565754,1,1
"174",6,0.622564193554018,-0.0759046750317108,11.2416258794337,1,1
"175",6,0.54097781298981,-0.207388811916129,10.5852019162301,2,1
"176",6,0.6244030587872,-0.130136877789493,8.56826453329421,2,1
"177",6,0.693352391273244,-0.229216283316296,30.9693708718408,2,1
"178",6,0.750679264678013,-0.140835607703139,8.85273000989439,1,1
"179",6,0.550942448988443,-0.0727855097556966,5.48740487544047,1,1
"180",6,0.522025904688764,-0.255121877450809,27.6262609469734,2,1
"181",7,-0.38270943473494,-0.378712641364543,20.6424654578794,1,1
"182",7,-0.315475580732183,-0.364571373033427,20.0594363570083,2,1
"183",7,-0.253453246791144,-0.367705106482844,14.0619583280912,2,1
"184",7,-0.475744462556103,-0.4591819617443,4.59342558147354,2,1
"185",7,-0.613668019108627,-0.452576511329927,15.2851516056765,2,1
"186",7,-0.339283269336909,-0.290613294357823,43.6290518705121,1,1
"187",7,-0.457108253006041,-0.418295802422422,5.04233180280959,1,1
"188",7,-0.358692597065543,-0.457596486431209,6.01447119968064,1,1
"189",7,-0.375056206350269,-0.227363030344115,1.22172114835325,2,1
"190",7,-0.42660949144121,-0.423323182147765,18.8839907927685,1,1
"191",7,-0.434532922209463,-0.46177971477359,5.94467916891623,3,1
"192",7,-0.361003176588047,-0.339560456193095,7.95039870501514,2,1
"193",7,-0.481886802886079,-0.378684326767172,38.3522637504486,1,1
"194",7,-0.468206022803979,-0.475318189695124,1.18282559406251,1,1
"195",7,-0.243942489545328,-0.333843896641147,5.51140747642615,3,1
"196",7,-0.427723021218077,-0.455738994980275,10.9718136844276,1,1
"197",7,-0.251732070470335,-0.35636872549185,20.2559346869769,1,1
"198",7,-0.221934267903591,-0.401050580653903,12.0460524620542,1,1
"199",7,-0.305594128159719,-0.205432063847353,50.2734064476098,1,1
"200",7,-0.474617646211074,-0.328605450386096,20.9602110670437,1,1
"201",7,-0.431880762893697,-0.42287984569281,16.7802250173162,2,1
"202",7,-0.351429105396075,-0.324168676338483,7.99800080518336,1,1
"203",7,-0.451389078532999,-0.427047753114639,3.75809349656504,1,1
"204",7,-0.437462872410233,-0.324153818551748,25.0694206965568,2,1
"205",7,-0.358391271051514,-0.305358649699241,27.8462256363505,2,1
"206",7,-0.516543282782061,-0.290152767962042,29.393129029452,1,1
"207",7,-0.420982746141977,-0.370168437422078,41.2381289147944,2,1
"208",7,-0.437737145526693,-0.26915178498759,94.029529629272,2,1
"209",7,-0.301190926656552,-0.294276185080476,130.567174156078,1,1
"210",7,-0.512081854785474,-0.398091780308943,21.1182335137614,2,1
"211",8,-0.767279975204044,0.204698997111077,3.30488646770236,1,1
"212",8,-0.620979810908739,0.260508406537633,1.4324182371625,2,1
"213",8,-0.571175831025757,0.363577095279978,17.5044346142449,2,1
"214",8,-0.981375401109194,0.350156546683972,1.9196572054044,2,1
"215",8,-0.71967429368567,0.268872176058006,20.2251144529859,1,1
"216",8,-0.596710916579292,0.0882841273535552,46.2898789274632,1,1
"217",8,-0.708935467219643,0.173430253421465,10.087916393192,2,1
"218",8,-0.762871396328263,0.14712704030769,19.3752938654583,2,1
"219",8,-0.618924879932349,0.0902408660852602,11.8552410222949,2,1
"220",8,-0.620380660959709,0.260362565334741,62.9151572162788,1,1
"221",8,-0.760455280268312,0.397581301173915,13.241062278042,1,1
"222",8,-0.732449610082718,0.241237381245754,8.05225178544379,2,1
"223",8,-0.701552207089978,0.145283482038523,47.6672860991907,2,1
"224",8,-0.71669611054069,0.447243247931323,2.78187794792382,2,1
"225",8,-0.672700615033025,0.215474392044823,20.8149220670245,1,1
"226",8,-0.692559659866845,0.251099083098468,19.103806723322,2,1
"227",8,-0.673888674631925,0.320273048858066,9.81531570704186,2,1
"228",8,-0.595283749687236,0.239068522288826,10.6688466308811,2,1
"229",8,-0.59652742329871,0.240033994152169,24.4493032401161,2,1
"230",8,-0.743645218061546,0.0689694727645834,9.4337073061528,2,1
"231",8,-0.597345853180531,0.193956082187865,29.3741251778539,1,1
"232",8,-0.602024549464793,0.288224250954288,59.6874095643222,1,1
"233",8,-0.886508053063294,0.211692362414872,34.8997297938863,1,1
"234",8,-0.533559717123529,0.12444404877592,37.461095423111,1,1
"235",8,-0.523927463635826,0.350180332044284,23.0695727171768,2,1
"236",8,-0.770128677931788,0.113016636874145,26.0244312673289,3,1
"237",8,-0.631324793593063,0.343431037876328,16.9239559458534,4,1
"238",8,-0.648965666211168,0.339343725329453,11.9175269506503,1,1
"239",8,-0.716373929879519,0.489121017321718,55.881722073777,2,1
"240",8,-0.632671211479351,0.327685355614632,27.5126248242266,1,1
"241",9,0.400675540398174,0.797096372480338,39.4279808996854,3,1
"242",9,0.49884078097095,0.678176995402679,0.685776026299236,2,1
"243",9,0.385594050648382,0.751953746636956,17.9446252452122,1,1
"244",9,0.524007927299278,0.806796068671273,45.0237004621077,2,1
"245",9,0.399867704230215,0.917648739150191,3.68932720603569,1,1
"246",9,0.436599526791537,0.784439883676455,11.0479046164586,2,1
"247",9,0.447987539423506,0.719849082443362,7.91905210867505,1,1
"248",9,0.28110498173092,0.952400017072556,85.1702575662455,1,1
"249",9,0.484088320365827,1.05547279113086,11.0372183800076,1,1
"250",9,0.480325045982552,0.850501119205354,4.10292545337969,4,1
"251",9,0.474457216010839,0.656461946909473,14.3526544676569,1,1
"252",9,0.4441839708054,0.816935285561562,3.79517278185707,2,1
"253",9,0.464675376673695,0.881125945227691,18.0332874429498,2,1
"254",9,0.444932340932031,0.840172940558289,4.89594123167388,2,1
"255",9,0.426747426182872,0.640755239596151,14.9764289390632,2,1
"256",9,0.488378828973899,0.966113896689192,24.9010693361442,1,1
"257",9,0.279704358176062,0.702495203814774,2.19448442874612,2,1
"258",9,0.236331395231135,0.654371701170569,7.75999015529703,2,1
"259",9,0.521810630258918,0.797575988875967,11.0040347734615,1,1
"260",9,0.303043192936096,0.843142292707732,59.1764993610768,1,1
"261",9,0.359307010823995,0.811858190457728,34.1939766089172,2,1
"262",9,0.401505118649646,0.809996682499953,1.45341688067748,1,1
"263",9,0.288034509886643,0.839823537429171,19.518995031302,2,1
"264",9,0.475678136862756,0.849096284009926,11.8247664438192,2,1
"265",9,0.425869431153985,0.971254445605308,3.15623675925251,2,1
"266",9,0.44058960610738,0.932546862782997,17.847427704927,2,1
"267",9,0.449264089110041,0.777485723997295,9.4694654208896,1,1
"268",9,0.383094162859142,0.951849886757003,13.0036590703627,1,1
"269",9,0.462923050375821,0.720987421310415,9.8104897508897,1,1
"270",9,0.640051832799792,0.608975806643515,21.0136164825474,2,1
"271",10,-0.121585329823749,-0.970985735136268,34.0075955736355,2,1
"272",10,-0.385635222804729,-0.864990347664182,5.94816821282669,2,1
"273",10,-0.279102596539309,-1.02927188139696,15.5321416376077,2,1
"274",10,-0.151026611682129,-0.995091149392025,5.4707201887123,1,1
"275",10,-0.323122099022742,-0.875927401196588,10.256696344045,2,1
"276",10,-0.403020987131164,-0.95570709830194,12.5562148509247,2,1
"277",10,-0.105535646699904,-1.0125522243607,16.0355086723206,1,1
"278",10,-0.313266603004918,-0.993595144424796,47.5275064437835,2,1
"279",10,-0.246133342404047,-0.884054311821849,4.27323930359565,1,1
"280",10,-0.224194789187435,-0.828800826463548,24.8184718679542,2,1
"281",10,-0.24499075269395,-1.05109101817424,10.6741918076881,1,1
"282",10,-0.179160499470952,-0.967916880684454,7.97123744703252,2,1
"283",10,-0.338406237436799,-0.804365869599862,101.587035470501,1,1
"284",10,-0.337114734265958,-1.01397829975827,7.16886709952534,1,1
"285",10,-0.432674365242657,-1.07648646378192,6.09310907372931,2,1
"286",10,-0.152381293713249,-0.81850099738559,15.7354580485357,1,1
"287",10,-0.232127219415067,-0.959635443675726,5.19450704689077,1,1
"288",10,-0.346724156217636,-0.963772889837744,4.54884196211499,1,1
"289",10,-0.323785228630893,-0.990847230261336,9.6767569021821,2,1
"290",10,-0.278392201145235,-0.870882623153205,12.7213265452147,1,1
"291",10,-0.330539365926697,-0.922029973344015,12.9345930288747,1,1
"292",10,-0.33581982701141,-0.750336267969682,14.244919265177,2,1
"293",10,-0.381792296983187,-1.08877629838654,5.17972211033185,1,1
"294",10,-0.214746444691563,-0.965104117963371,93.9759669871841,1,1
"295",10,-0.294135477520962,-0.805799823226973,40.8323073320467,3,1
"296",10,-0.327067299921434,-1.13539911425466,3.79350592691393,1,1
"297",10,-0.395572669873758,-1.0149519168467,24.7100539366868,2,1
"298",10,-0.184606725139597,-0.808758518309798,6.80394348069887,1,1
"299",10,-0.189451424219407,-1.04377314648453,17.9726652267886,1,1
"300",10,-0.291391041718376,-1.08929132004157,5.31433585955249,1,1
"301",11,0.845643275457589,-0.36062176683865,7.58505668863292,1,1
"302",11,0.963557522517042,-0.398533455727804,9.70496687523787,1,1
"303",11,0.882744467897116,-0.475277471057322,6.07273478003132,2,1
"304",11,0.877451500664453,-0.434884977348101,2.51883218512233,2,1
"305",11,0.661652168722924,-0.395884563702808,3.75896510463599,1,1
"306",11,0.797637505256771,-0.332859616197815,10.8164282589402,4,1
"307",11,0.969986222717478,-0.332506260193624,13.3043876706248,1,1
"308",11,0.842822061315899,-0.412600299837525,8.28163657099544,2,1
"309",11,0.682653261702546,-0.602055849579119,29.025022913856,2,1
"310",11,0.736856139554278,-0.527771812641285,2.60085863306007,1,1
"311",11,0.675007133309323,-0.451540292582365,1.92588477591467,3,1
"312",11,0.81367029910614,-0.404633146510633,22.2241175284531,2,1
"313",11,0.831739960769292,-0.267531857445522,4.35731366598598,2,1
"314",11,0.638489176813802,-0.327509075048666,5.9780501764649,1,1
"315",11,0.886028771781894,-0.420630122036926,3.30659973758705,2,1
"316",11,0.769587038000914,-0.331371246773718,72.2494125529606,2,1
"317",11,0.718580139083513,-0.470180081028412,14.1760414252589,1,1
"318",11,0.839750868004064,-0.231951724351698,6.62172462838901,1,1
"319",11,0.849277715238199,-0.458232891438147,3.51349329369443,3,1
"320",11,0.923801862400934,-0.413651155437395,37.1062825121836,1,1
"321",11,0.737815380287703,-0.393722275711326,66.9574224400131,1,1
"322",11,0.792956682247747,-0.284594876549462,4.62373474453645,1,1
"323",11,0.746236133982639,-0.5512119044844,1.6328837065264,1,1
"324",11,0.914125019782134,-0.359479881266119,39.5101660257648,2,1
"325",11,0.818848367854638,-0.346671491371862,10.43602718492,2,1
"326",11,0.827909640648676,-0.388125135258927,3.1669497362427,2,1
"327",11,0.717534587610085,-0.384037244255162,2.39142068059919,3,1
"328",11,0.909252208655449,-0.253016179966992,17.9569179615331,1,1
"329",11,0.84611391022833,-0.404445164285085,4.84813001963979,1,1
"330",11,0.785123185220286,-0.462104163015592,8.66906441244337,2,1
"331",12,-0.155413805787471,0.0298944944762476,2.81898968074741,2,1
"332",12,0.119897205558034,0.0393525284801969,12.615427802923,1,1
"333",12,-0.149121647421868,-0.101608889599172,86.8894505415037,4,1
"334",12,-0.173231919857059,-0.115836535861071,3.45794212424605,1,1
"335",12,-0.157438984546815,-0.26760492480568,8.90807298381309,1,1
"336",12,-0.288607671708466,-0.0739015434248121,4.30967629949895,1,1
"337",12,-0.0523333452405294,0.0300343803933761,24.332857397585,2,1
"338",12,-0.131853461643613,-0.0959724915144002,11.0674186789298,2,1
"339",12,-0.171066052825124,-0.0743283995310627,12.5225356065333,1,1
"340",12,-0.0472168490274195,-0.0147344486387767,10.1615433706316,2,1
"341",12,-0.0608273826144427,-0.187987653617866,9.97236041164798,1,1
"342",12,-0.0731849717372992,-0.0376811537164177,14.4058374864695,1,1
"343",12,-0.196367500636519,0.0872461410515032,4.24948253906766,1,1
"344",12,-0.0860857263571172,-0.170408113164918,28.3781764540591,3,1
"345",12,-0.0156849564788507,0.065726637454937,13.4392006611029,2,1
"346",12,-0.0752810839717674,-0.237954455443242,7.50952544464675,1,1
"347",12,-0.0663654616722415,-0.147352722131834,12.5062557089481,1,1
"348",12,0.0909660654162526,-0.19368230560564,41.7440615578984,1,1
"349",12,-0.199247125598417,-0.0945319514672893,7.3359110275756,1,1
"350",12,-0.143080096046893,-0.047127039800732,53.7289159001642,1,1
"351",12,-0.122582613887534,0.0592391731025747,163.796938217541,1,1
"352",12,-0.166800795441127,-0.185512247738257,24.0318966348664,2,1
"353",12,-0.0451501613622366,-0.134538437261813,2.96326450879269,2,1
"354",12,-0.0694506844642314,-0.0100009986199477,13.8895560853458,1,1
"355",12,0.0067412365253153,0.0311796602393506,11.5677172899624,3,1
"356",12,-0.0224554959125099,-0.223668180611611,15.3264252836603,1,1
"357",12,-0.129535488058721,-0.11312765544727,2.05897987200399,1,1
"358",12,-0.0968505677095274,0.0592088435180612,9.59684646115628,2,1
"359",12,-0.138121547612294,-0.119064304388731,31.1593397005499,2,1
"360",12,-0.117113619985154,-0.0872944918999844,48.7674210924033,1,1
"361",13,-0.14544591681855,-1.0074907452746,33.5170692441144,1,1
"362",13,-0.256449743061771,-0.93665282026417,25.9220954498183,2,1
"363",13,-0.314675545836599,-1.01130426153947,5.57979691463387,1,1
"364",13,-0.076660907114229,-1.14789610591752,24.3753873886033,2,1
"365",13,-0.268810879706167,-0.988194082662884,2.57944628661722,1,1
"366",13,-0.27939157092512,-1.05667852920503,8.04329201976855,1,1
"367",13,-0.182541311747864,-0.903207883350239,59.3028792045116,1,1
"368",13,-0.114524522059691,-0.96912646063646,37.1838215792365,1,1
"369",13,-0.292556618399792,-0.993623461671329,15.0998866204267,3,1
"370",13,-0.106651853557275,-1.01181761115528,7.32414581636201,1,1
"371",13,-0.129171023116506,-1.02318846762206,6.76714192053499,2,1
"372",13,-0.365483521859036,-0.835449605562795,165.469191447866,1,1
"373",13,-0.298853288809017,-1.18295106397371,8.03063999897333,2,1
"374",13,-0.272010196049421,-1.06134388583629,1.05544485724452,2,1
"375",13,-0.0946980621483547,-0.82974862086721,13.0103962707491,1,1
"376",13,-0.148452516500834,-0.962095857496347,5.98865518002607,3,1
"377",13,-0.406337094032101,-0.889488833073195,12.2563370730535,2,1
"378",13,-0.298980641801644,-0.934860833564407,10.2953073062041,1,1
"379",13,-0.0458789918260892,-1.22634353557013,25.0976313350502,1,1
"380",13,-0.245184552012373,-0.804089134960309,23.9252685225674,1,1
"381",13,-0.535741649653757,-0.997879679855665,129.708926189143,2,1
"382",13,-0.15693425766071,-0.980313068271042,16.25042176549,1,1
"383",13,-0.203658663924155,-0.981201663093541,9.50015820280656,1,1
"384",13,-0.288357407181609,-1.12512156375901,12.2510384902638,1,1
"385",13,-0.239840001322608,-0.972414323082902,9.61623945514938,2,1
"386",13,-0.236899442942196,-0.962219600327998,7.61427309767741,2,1
"387",13,-0.197384284368132,-0.928381842144036,23.1582579129916,2,1
"388",13,-0.312286077539868,-1.05958124380013,69.3979999059674,1,1
"389",13,-0.0918016402881056,-0.904296863309965,25.4918244711085,2,1
"390",13,-0.302882676051623,-1.04032731891135,21.4546779374824,1,1
"391",14,0.753026667325424,0.584894320173383,8.03256268339184,1,1
"392",14,1.006563418499,0.496955371321327,7.5430547910556,2,1
"393",14,0.955495400494987,0.514977580401186,24.3376468559021,1,1
"394",14,0.998357016271984,0.534103940000769,17.4431756782297,2,1
"395",14,0.716392649128195,0.495207052463496,3.34375597998641,1,1
"396",14,1.0707710470521,0.359833915602258,5.80330003127713,3,1
"397",14,0.930057847295905,0.728382541917883,6.7496112923482,3,1
"398",14,0.724329548783688,0.375801365514684,9.46810939851477,1,1
"399",14,1.05918374309492,0.63258943796598,5.49910612432286,1,1
"400",14,0.940038022830367,0.530590225250836,22.0664985357745,1,1
"401",14,0.831019950361083,0.531299703674588,78.2307704509861,1,1
"402",14,1.07662724758336,0.619806488610163,15.3402624458604,1,1
"403",14,1.06799288314041,0.606908985158364,45.5597973269188,3,1
"404",14,0.741388808936835,0.352185376678766,4.58494988140823,3,1
"405",14,1.16843260708258,0.577852957483674,33.8778917463383,1,1
"406",14,1.01787981315043,0.450086481185181,14.6351212074983,1,1
"407",14,0.82830478817353,0.59668775899955,27.458435708539,1,1
